runid,date,model,hidden_dim,algorithm,dataset,epochs,time elapsed,record_train_acc,record_test_acc,last_train_acc,last_test_acc,target density/prune,final l1 norm,learning rate,optimizer,momentum,percent zeros,irmv1_gradnorm penalty,irmv1_penalty_anneal_iter,pgd_anneal_iter,orig 28x28,ts,te,fraction z,pgd skip,rho tolerance
4yy3ogp8,45545.96806,resnet18,390,pgd-IRMv1,mnistcifar,50,2.474262476,0.656300016,0.714000046,0.477200008,0.80400002,25,4.565582275,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
hwzxqmbk,45545.96975,resnet18,390,pgd-IRMv1,mnistcifar,50,2.414204121,0.752100031,0.69600004,0.76020003,0.673000038,25,11.07449436,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
r639g6s9,45545.97144,resnet18,390,pgd-IRMv1,mnistcifar,50,2.405339241,0.884000019,0.575000048,0.898500028,0.540000021,25,11.50946617,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
ibedhm7r,45545.97315,resnet18,390,pgd-IRMv1,mnistcifar,50,2.390807629,0.744000033,0.721000016,0.799300028,0.643000007,25,10.15079498,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
wblpbvaz,45545.97481,resnet18,390,pgd-IRMv1,mnistcifar,50,2.41670537,0.653900018,0.606000006,0.498000009,0.613000035,25,2.835475206,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
ayfwu15e,45545.97662,resnet18,390,pgd-IRMv1,mnistcifar,50,2.380259752,0.604300007,0.730000019,0.528000012,0.749000013,25,8.189852715,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
zpefwlsw,45545.97832,resnet18,390,pgd-IRMv1,mnistcifar,50,2.353331804,0.686800032,0.674000025,0.456900006,0.533000052,25,6.030819893,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
4g58kpkl,45545.97999,resnet18,390,pgd-IRMv1,mnistcifar,50,2.299002886,0.791500028,0.710000038,0.832000029,0.614000022,25,12.14047432,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
ywma5n7k,45545.98175,resnet18,390,pgd-IRMv1,mnistcifar,50,2.401112795,0.602300006,0.702000022,0.798600025,0.508000016,25,12.8751297,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
ktf86ut1,45545.98348,resnet18,390,pgd-IRMv1,mnistcifar,50,2.41679287,0.613700015,0.796000063,0.620000014,0.54400003,25,4.58243227,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
5cn5j7c6,45545.98512,resnet18,390,pgd-IRMv1,mnistcifar,50,2.412662983,0.78230003,0.674000025,0.585300009,0.552000046,25,5.497896194,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
62bxq95o,45545.98679,resnet18,390,pgd-IRMv1,mnistcifar,50,2.338651657,0.695900035,0.67900002,0.705700026,0.664000034,25,9.67510891,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
m6hvle1n,45545.98851,resnet18,390,pgd-IRMv1,mnistcifar,50,2.332260132,0.611800006,0.72300005,0.645600023,0.567000031,25,8.798046112,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
xxwo01e8,45545.99019,resnet18,390,pgd-IRMv1,mnistcifar,50,2.38880229,0.651800019,0.699000061,0.665300025,0.667000055,25,8.962311745,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
yd3pbqnn,45545.99189,resnet18,390,pgd-IRMv1,mnistcifar,50,2.413036585,0.656400026,0.722000062,0.646600014,0.37500003,25,20.04908371,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
46am4cgr,45545.99358,resnet18,390,pgd-IRMv1,mnistcifar,50,2.427775383,0.616600009,0.680000007,0.742800031,0.427000016,25,6.857530117,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
fb7ohsa8,45545.99529,resnet18,390,pgd-IRMv1,mnistcifar,50,2.366081476,0.773600028,0.711000025,0.653500016,0.573000014,25,9.491254807,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
f0vtlza6,45545.99696,resnet18,390,pgd-IRMv1,mnistcifar,50,2.436106205,0.876000022,0.613000035,0.886300021,0.553000033,25,13.02593422,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
uy3dbmz3,45545.99865,resnet18,390,pgd-IRMv1,mnistcifar,50,2.397509336,0.810500029,0.629000008,0.777300028,0.469000012,25,11.11822796,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
nyc9x44d,45546.00038,resnet18,390,pgd-IRMv1,mnistcifar,50,2.423094988,0.612400014,0.671000004,0.707000037,0.539000034,25,7.035887718,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
roolyrmk,45546.00206,resnet18,390,pgd-IRMv1,mnistcifar,50,2.375408173,0.640600014,0.75000006,0.500000011,0.5,25,6.972667694,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
vzboymcz,45546.00387,resnet18,390,pgd-IRMv1,mnistcifar,50,2.343975306,0.90230002,0.563000023,0.914000017,0.423000008,25,12.05316353,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
l7xx60yv,45546.00558,resnet18,390,pgd-IRMv1,mnistcifar,50,2.41818738,0.67860003,0.70600003,0.835500028,0.347000003,25,12.06829834,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
zwdam108,45546.00729,resnet18,390,pgd-IRMv1,mnistcifar,50,2.294626474,0.690000032,0.709000051,0.690000032,0.709000051,25,11.08148766,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
qw89hxjg,45546.00898,resnet18,390,pgd-IRMv1,mnistcifar,50,2.370406866,0.607500013,0.682000041,0.693800027,0.596000016,25,9.085950851,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
25iaj8ca,45546.01072,resnet18,390,pgd-IRMv1,mnistcifar,50,2.322268486,0.813800024,0.676000059,0.813800024,0.676000059,25,12.13796425,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
kwo9ll3a,45546.85885,resnet18,390,pgd-IRMv1,mnistcifar,50,2.376610756,0.855900024,0.631000042,0.857400022,0.629000008,25,10.76699924,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
n3juexrn,45546.86061,resnet18,390,pgd-IRMv1,mnistcifar,50,2.351908207,0.839500021,0.698000014,0.833800029,0.667000055,25,10.83224773,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
lze0rciy,45546.86228,resnet18,390,pgd-IRMv1,mnistcifar,50,2.346643209,0.667000022,0.711000025,0.630400018,0.701000035,25,8.164840698,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
g4rwzsm2,45546.864,resnet18,390,pgd-IRMv1,mnistcifar,50,2.403747559,0.71230003,0.636000037,0.71230003,0.636000037,25,8.90126133,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
ewn3r387,45546.86574,resnet18,390,pgd-IRMv1,mnistcifar,50,2.3872931,0.734200033,0.710000038,0.772400031,0.672000051,25,9.617414474,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
c4rgcuud,45546.86743,resnet18,390,pgd-IRMv1,mnistcifar,50,2.331639767,0.877500019,0.636000037,0.889300022,0.593000054,25,12.38202667,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
6izxicd4,45546.86916,resnet18,390,pgd-IRMv1,mnistcifar,50,2.368946791,0.636400011,0.695000052,0.417400005,0.75000006,25,6.163383484,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
wzepffag,45546.87093,resnet18,390,pgd-IRMv1,mnistcifar,50,2.394325495,0.705600033,0.694000006,0.705600033,0.694000006,25,8.796380997,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
taxt94m7,45546.87264,resnet18,390,pgd-IRMv1,mnistcifar,50,2.414041758,0.830700021,0.63500005,0.842800025,0.621000051,25,10.13526344,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
f217lcf5,45546.87446,resnet18,390,pgd-IRMv1,mnistcifar,50,2.437704802,0.671200031,0.68900001,0.587400007,0.742000043,25,8.678120613,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
hs2xiqmn,45546.87611,resnet18,390,pgd-IRMv1,mnistcifar,50,2.41165638,0.633600007,0.658000052,0.669700032,0.614000022,25,9.06091404,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
v4s49qx1,45546.87782,resnet18,390,pgd-IRMv1,mnistcifar,50,2.366357327,0.640200015,0.732000053,0.663200027,0.717000008,25,9.281265259,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
lewvsi3y,45546.87953,resnet18,390,pgd-IRMv1,mnistcifar,50,2.410459995,0.749800034,0.671000004,0.564300012,0.647000015,25,6.943991661,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
j8v14663,45546.88145,resnet18,390,pgd-IRMv1,mnistcifar,50,2.454172611,0.829900028,0.638000011,0.868200021,0.602000058,25,11.48300552,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
tt7r6pbh,45546.88319,resnet18,390,pgd-IRMv1,mnistcifar,50,2.343568325,0.648400014,0.665000021,0.647400015,0.655000031,25,8.436700821,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
p6rxzxvm,45546.88487,resnet18,390,pgd-IRMv1,mnistcifar,50,2.438381672,0.612300005,0.724000037,0.564100006,0.676000059,25,7.136054039,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
q7d1uj4e,45546.88656,resnet18,390,pgd-IRMv1,mnistcifar,50,2.394263268,0.857000024,0.607000053,0.872400029,0.574000001,25,12.13056946,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
dxz5yf4t,45546.88825,resnet18,390,pgd-IRMv1,mnistcifar,50,2.339409113,0.619400009,0.710000038,0.500600009,0.523000002,25,5.316260338,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
0qyuvuz4,45546.88992,resnet18,390,pgd-IRMv1,mnistcifar,50,2.465238571,0.780200033,0.690000057,0.780200033,0.690000057,25,10.84274864,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
puyua8ve,45546.89159,resnet18,390,pgd-IRMv1,mnistcifar,50,2.30752492,0.709000026,0.735000014,0.709000026,0.735000014,25,9.56521225,0.006,adam,None,0.078125,10000,400,1200,FALSE,0.28,0.6,0.8,5,40
l1weo97d,45546.89333,resnet18,390,pgd-IRMv1,mnistcifar,50,2.328095198,0.757000032,0.700000048,0.784100027,0.671000004,25,11.07447052,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
ghjs9gs8,45546.89503,resnet18,390,pgd-IRMv1,mnistcifar,50,2.462522268,0.700700031,0.73300004,0.700700031,0.73300004,25,10.33773422,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
ma3kn908,45546.89669,resnet18,390,pgd-IRMv1,mnistcifar,50,2.360932827,0.760000029,0.66200006,0.781500028,0.440000027,25,10.70764542,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
ekxfgtoh,45546.89847,resnet18,390,pgd-IRMv1,mnistcifar,50,2.388992071,0.689900032,0.703000009,0.689900032,0.703000009,25,10.53103065,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
egaumczu,45546.90009,resnet18,390,pgd-IRMv1,mnistcifar,50,2.275574923,0.763500031,0.715000033,0.735100032,0.622000039,25,10.83566666,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
paeusy0e,45546.90185,resnet18,390,pgd-IRMv1,mnistcifar,50,2.398192644,0.768700024,0.655000031,0.775600028,0.639000058,25,11.01165962,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
b9u4da9j,45546.90355,resnet18,390,pgd-IRMv1,mnistcifar,50,2.410323381,0.751900027,0.587000012,0.751900027,0.587000012,25,9.611824989,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
jf85v0jj,45546.90521,resnet18,390,pgd-IRMv1,mnistcifar,50,2.422534943,0.610100012,0.739000022,0.562500009,0.665000021,25,8.971207619,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
zonnrdyw,45546.90692,resnet18,390,pgd-IRMv1,mnistcifar,50,2.312641382,0.814900029,0.616000056,0.777500026,0.592000008,25,11.0012188,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
hw0t33el,45546.90868,resnet18,390,pgd-IRMv1,mnistcifar,50,2.39025259,0.75350003,0.631000042,0.443500004,0.688000023,25,6.865285873,0.006,adam,None,0.1171875,10000,400,1200,FALSE,0.28,0.6,0.8,5,60
7euo7npn,45546.91039,resnet18,390,pgd-IRMv1,mnistcifar,50,2.40337491,0.698800031,0.702000022,0.735900035,0.674000025,25,9.894100189,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
bjux4sdn,45546.91206,resnet18,390,pgd-IRMv1,mnistcifar,50,2.412001371,0.651800015,0.73300004,0.62950001,0.726000011,25,7.097746849,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
gjn7s6fp,45546.91378,resnet18,390,pgd-IRMv1,mnistcifar,50,2.370616198,0.662600026,0.726000011,0.772400027,0.539000034,25,6.807545185,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
uzcj869w,45546.91557,resnet18,390,pgd-IRMv1,mnistcifar,50,2.269615412,0.855600021,0.650000036,0.775000029,0.63500005,25,11.87804604,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
j0x0vv4v,45546.9173,resnet18,390,pgd-IRMv1,mnistcifar,50,2.366927147,0.753200027,0.717000008,0.74310003,0.688000023,25,10.55127716,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
zv0e5sn2,45546.91907,resnet18,390,pgd-IRMv1,mnistcifar,50,2.400177717,0.770700034,0.713000059,0.762700022,0.67900002,25,10.46957207,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
9rc9afni,45546.92074,resnet18,390,pgd-IRMv1,mnistcifar,50,2.408187628,0.65550002,0.684000015,0.714500027,0.455000013,25,7.738776684,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
e0hwvy6f,45546.92237,resnet18,390,pgd-IRMv1,mnistcifar,50,2.322257042,0.609500007,0.695000052,0.588900008,0.726000011,25,8.215242386,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
nk01he47,45546.92412,resnet18,390,pgd-IRMv1,mnistcifar,50,2.358736515,0.716000031,0.727000058,0.721700028,0.70600003,25,9.427894592,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
laqxyd2y,45546.9258,resnet18,390,pgd-IRMv1,mnistcifar,50,2.358228683,0.783600026,0.677000046,0.810600022,0.593000054,25,10.41862869,0.006,adam,None,0.15625,10000,400,1200,FALSE,0.28,0.6,0.8,5,80
nvq4zar5,45546.92743,resnet18,390,pgd-IRMv1,mnistcifar,50,2.380141497,0.839200027,0.640000045,0.839200027,0.640000045,25,11.98552608,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
zy754pmw,45546.9291,resnet18,390,pgd-IRMv1,mnistcifar,50,2.39394927,0.890400022,0.600000024,0.901600022,0.542000055,25,12.06057549,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
byv9sr3t,45546.93079,resnet18,390,pgd-IRMv1,mnistcifar,50,2.446126461,0.717700031,0.59800005,0.584500005,0.547000051,25,5.099018097,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
iyu505j3,45546.93251,resnet18,390,pgd-IRMv1,mnistcifar,50,2.389835596,0.660600029,0.702000022,0.595100009,0.674000025,25,12.90945721,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
01h3k52g,45546.93416,resnet18,390,pgd-IRMv1,mnistcifar,50,2.36568737,0.817400034,0.624000013,0.796600025,0.543000042,25,11.45815372,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
4s1zm00a,45546.93581,resnet18,390,pgd-IRMv1,mnistcifar,50,2.294076204,0.721900036,0.715000033,0.792700025,0.532000005,25,10.78439045,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
an734qq1,45546.93747,resnet18,390,pgd-IRMv1,mnistcifar,50,2.369757414,0.78260003,0.687000036,0.78260003,0.687000036,25,12.80026817,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
irrbaody,45546.93924,resnet18,390,pgd-IRMv1,mnistcifar,50,2.352120638,0.889600021,0.602000058,0.889600021,0.602000058,25,12.12494087,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
z33su48t,45546.94093,resnet18,390,pgd-IRMv1,mnistcifar,50,2.385621786,0.826300024,0.61500001,0.826300024,0.61500001,25,12.65522385,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
vntrtcte,45546.94253,resnet18,390,pgd-IRMv1,mnistcifar,50,2.319871664,0.67350003,0.699000061,0.440400004,0.593000054,25,7.266330242,0.006,adam,None,0.1953125,10000,400,1200,FALSE,0.28,0.6,0.8,5,100
yvjgn13g,45545.92559,resnet18,390,pgd-IRMv1,mnistcifar,50,2.381154776,0.649100012,0.641000032,0.649100012,0.641000032,25,9.339180946,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
ad9vheex,45545.9274,resnet18,390,pgd-IRMv1,mnistcifar,50,2.384574652,0.744500033,0.672000051,0.741600028,0.668000042,25,9.564934731,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
8fkby4n3,45545.92917,resnet18,390,pgd-IRMv1,mnistcifar,50,2.452792406,0.806100027,0.644000053,0.811800026,0.637000024,25,9.913953781,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
x0zh8gzf,45545.93096,resnet18,390,pgd-IRMv1,mnistcifar,50,2.37322855,0.624700009,0.732000053,0.528900014,0.657000005,25,6.376522064,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
wytwl3da,45545.93275,resnet18,390,pgd-IRMv1,mnistcifar,50,2.332191944,0.844600021,0.623000026,0.857400019,0.596000016,25,10.98757362,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
dmozbxfr,45545.93449,resnet18,390,pgd-IRMv1,mnistcifar,50,2.421569109,0.713300031,0.730000019,0.713300031,0.730000019,25,9.968551636,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
z94au4pe,45545.9362,resnet18,390,pgd-IRMv1,mnistcifar,50,2.303418398,0.726800032,0.709000051,0.778600028,0.643000007,25,11.14955711,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
upg5mqf8,45545.93793,resnet18,390,pgd-IRMv1,mnistcifar,50,2.376854897,0.61950001,0.619000018,0.475200004,0.693000019,25,5.948862076,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
3j8ee0xz,45545.93961,resnet18,390,pgd-IRMv1,mnistcifar,50,2.367174387,0.656600012,0.684000015,0.637600017,0.445000023,25,7.077989578,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
0x8sq028,45545.94132,resnet18,390,pgd-IRMv1,mnistcifar,50,2.413119078,0.640400021,0.697000027,0.59440001,0.548000038,25,7.006956577,0.006,adam,None,0.0390625,10000,400,1200,FALSE,0.28,0.6,0.8,5,20
